address,class
3UUXBQSmX5uomPn71CkQJpWJcQNpZTnEJx,3
bc1675fy5vp3pz9s8gs3aej6tm2ftsnnpz9xzuyf7u,2
1dKgh9RRreBTvxaroEqSqK96GoSx5s,3
3wtqvm4R4DY4esVFBQpDdRhuHk8f4mYjQg,1
1g5bpWBzu7JDLDsepLip8zfRk1hWq,3
1HiorFmmTG6sKNst9GkfKGi54cfe7dnMb,3
1AE17YNEmnGq81Kg4znjDaw3UV1rgarE,1
1wkAP2LNihwjP9WcNojShqobbmD2,2
35YWmYXBtw1rLBsWcX1rZZpdbmXQoh2THs,3
1gNUtuSwoWMTLoZ28Vtf8Foa3THadp,2
bc1glx9y5gug48r0a5hqzpxvanlzvegydlcv4gzqk8,1
1R8h2FxumCe5PdXBLzw4xJoPNhD3No,2
16VDrJqFH7Pn4TeVTXc5874AcWFc,1
bc13prrptvwmd25wtjue85m2jhg0nzl6ckj5h7s3m2,2
1YHqCs2cY2T22PmMGMpmSHixD,1
17r9zCCoW6oBPEF2m4wvZypz1t,2
3Rh7mWJhEQKqTV687Q7Zuxrszuyu8LwVqT,2
1mwXXSRjJHtMcKYLdHBATvYqeVUkga6d,2
1jyefj2GjtMe4Se5emdwjdDDeVVL,3
356eeyLgrEnm68kgayu2BjWKhQ4qu2vYM5,3
3GCpCFS4zXSdkvH9uGhT9oVH2QV8e9XjX2,2
3eaLRAi3KGnNSuDrBX8mquPQGF7SsFvULB,1
3JqQow7b4NTFg9ZLe2dKdMtGLX3RKTJEf7,2
1VmCcYds8F8poY7sftoJVhMQo,3
1f26gTDeg5AapEoXHzig8U8SV7KezCq1bg,3
1aw1Xf2osYjAdsG6cPZJ9ZTF8RKT81AY,3
1BRzZNYf7XY1h1LCYYQXUAjr9uz15zY,2
bc1dh7xkw7vrgtlzj3w64yhn96nma4d2c8jkv3c535,2
1M6cmkwMrWTyteGeep6Sf2KuVDh9QG,3
3f4ngpc4ULfeBbvcj6LGYoZc8dWLWYVb33,2
bc1d3clt3qu4l634tezufxc422yayt6kt5sk3dnqrk,2
38DrGBcyHV38u7hPeuJGRdMxguqXVTFu4g,1
18Y2crg3hRGTdgWpt8gA1nZsTDnSZeBW,3
1xMM9WZwsMjRPzWXfJyUE3BMQGrESW,2
1dyHTH7hNLkDC3bL747P7YSseMZAa,2
bc148ayz4w7wzsmkvkw7xpgnqj2yrg4jggnlf0ksjk,3
1d6vfoPyKgYBnRKjuSZ3nrC4z2KrJ9d,3
3kJLNmwRKZqeR63XTDnhFaJAEkGaBBNWxB,3
156PBhGD6nbWQ8h96Fu2X5x1dVEJDHRB,3
bc1uv78tgk5j37p9ythz478tm054atgh439puyh8f0,2
bc1guaaeupvzr8qg5ayt5xp0cdel48tt8t3sygxjws,1
13siVxpqu1dj8d1g1FtN6o1QqMKbcy3QY,3
1Vni8CH3E4E473RZq6rPFbmo6Jiqy9Q89A,3
1Gi8HL8GbAE9hm42CSwAfAfLeq,3
3iEEAKPdVQbthGjoHuYyrsTwD5GZ1TbPtE,3
1xuiLUiRVwnRbHpfaisCjBJwAHAABAXD,1
3nCwKiDb29gmrHzrsgzJALAb9pPgXpZaEs,2
33RAxhCxHMCLpjvEiSean5uv2F2eGZMMWz,2
18BhC11RtZbJpPTUdMk6YjxPNZmaf9qs,1
3kL8godht67ftsMQey9fStWnwpxjZJ3CpA,2
1myARGjEydJDshuqzD59qGo34gwXe2,1
bc1h87zl9thcgwwwd54f9da8w4qshhhrf6fctnfyrs,2
1e2F54yiShgjovB2ZDiR4G843rgD2MnDNX,2
13RmSoeGGEwL2MG8T4ALEP7L7uSsU6,1
1cG37rx1FhVwM8hVV59SK2eJpkJ2Xi,2
1RbKwpQ61vjcE5szwhG4pcWAidw7n8hnBX,2
bc1fzkmgyt5f2pvg98adnvdgzz2795yuygqd0n8vwz,1
1h8xWnd5htCmzTBZfnPqPA5pvbyjgPqQt,2
3sxR76xZ1E2ZffzPVk2XEoDaeMPheV1iMX,2
1Lvg4DRdMhbW3zxtvK5aH48D4,2
1hbkayS67d7uKsDVG18wTHqhy,2
3SL2hf3BVeCsLSef8BKiFZ3CaDVZSMPxrm,1
1tFfyVCwVXAT3p2V611do19Eup,3
1g2TVXoMtQZVPKt3DbkhtiSe8AUqSS2Ger,2
12rXJoML96XKYousdurfTGCc43EJS5e,1
1jrfmuNe3y4LLnUJPDXDFi1AwAVw,2
1JjfKnuAkRQ1Xc32wRKtSgh8NRZk,3
1Fe3fid2EaQXukNxPkXzJXz8iozBZt,1
bc1taqquerpfs0dqtscea8leznylhtcsx0sf0ufuqe,3
1q3CMgeoSRSL1nCkVudtP4DrDz4BFHzm6,2
19KR4GtohxGFJLSATMVCm4sP5fmb,3
14j9QWCrLbvqSFoZUPG8JzmH7,3
1f18eApoeSLauNMBNFgFEJdWzacMM,3
1dAgrG2FGsMshcyiy4ZePhcq4rWLi,2
bc1szucsglc8yjkwk3fm9gyuc63qksvh5k3n3wxug4,1
1ST7STUw5t8tAjDwqEXV42eD5h7Rs,3
3RKgQjXajUvAjWBTyd8VetZSzTPSdXaT9T,3
1CK9Wy2cH5nEL8Hqp64sXBB47Z5,1
1yT2Teycp76ruJFCQJMzrxFhjjBj2AwhTm,3
3HbcrmkUEhUMXjNC3uoDJPvCPUWgzEWEdq,1
bc1ffjuqv7cemcj5vkqylfnmcz6ggxc5pn0upjx0mr,3
bc1xyjsj6n6ptq4cln70ddlp5vp8f7qm2lgdqecrmg,2
bc1da0xrurlg255njc0hrvluepm8f0d7jq6tj3xvul,2
bc1ldsrzu6xhqvxf5l5u0yqjprxx5lq8etd9fl3h37,3
bc13mfnpd3k2lrvh9f6u5we7fz5xxrqsczvc04n4tz,2
3qgrNs3hBGb2ngXzKuYdVncpYC2TC54ynQ,2
3JMhTXw5ByiMev1456ii5s1yWMj7rx8CFv,1
1HKKthPKM5GwfihjZS4qcf89FVS7tJyAk3,3
1v8gp8PnzZWvr45ADy2RaPydPTFDjo,3
bc1vfffv9eq0452x4mj52nqcal95d8y70zk0w7rp7j,1
bc1ahujhhz2zftltng5yrx3yc05934qyzalvc58gp5,3
bc1srlrtcvh8xugzqrxfffz85smqm2ayy007ypfwn5,2
3jXTBQbeJ4MrhncPASQDQ2377sV3xMB34t,3
3Vp1H8hwjEi9m5JDQy5zjdfJJsa37cXiL4,3
1Vu8auVKNvQBJDsiJoYyijrSpTYM2f,1
1d4yrXdH4jpmbAJEcCPxHYQzT7XQXjie,2
1TbSXHhTEzeeequ7RKHpnHmdLSToibiU,2
1qdNy22V7v7Uxb7BdMS84NnvA,3
bc1r05t2avachxfsyy9pzduvwv9p64hsdnw89pjllh,3
1CBN1j3tPdgmLYFf8QaG7koog2aVkJwQFB,1
bc1r7wrvj9jqstzgeg9p6uxepw9ywn7majh0f3vzcl,3
3UsTDWs47o2MgawXNx9TLGooQFBHgQF3qv,2
3RPkKKUFfa48tf5PqkKf59cRkeNJb3oCT2,3
3Rv21KnqETBkQGKzQJmts5buKPErgV57pW,3
1bAToaQH99tcvFFZLryPVNVAFuNXpy,3
bc1dqjxlfshe0xmr6jmdv5q70t2ppe0tnk4q0qypuw,1
1gDUTBqEB9QiWHaGVRscjmwjsW9,3
1Bv5zqc7uR5WbWkbZ42DPB9GJqBMGPE8,3
3hBt6KM936canBwSM5fLhn41QmJbK7CRp1,3
3LTqeQkuUy65u819j7iYyLN4QDafWznyTj,1
1Mck5xNpaQj8NzaaogrEfjCgyJ7RR7,2
1iGB6BJy7ibUy6joavFCT6fbNEZ1j,2
16JDx6Dejziz4S5gd4zEomGdhssDwdwA,2
1oYxg9QYaeuFmgBWJTgRxykfW5kNJc7J,1
1LCvy7DUHPSR1GEgVfhEU8hVRkrxoBT,2
3mJ1gdTzRzrGZACcyetZtTkwPFx1n7peLs,2
1K1P67hYjv3bUrUHSpda68wkcPQjDL,1
1kB7DczVDpJwYgNasTmQWWPoa9ihGVQRB,3
1T7oNDdbLycvoRZcWfcYEocjhX,2
18ahmJDKZ7A5Fiy2Qq9uYxV22nAfV,2
3znCFTPpp3TxtacKf12hMpudHVpyHo6jGi,3
1WZ9bp6hc1aM4jJFgrBaizKEW,1
32cvMhHNYHpEDwnrZttsLa3iZnZJD7oQmF,2
bc1gjx5jmfa74h5xf48c57kaw366rm9e4u4j7zaw5s,2
3fpYw4vEYEQaU1gofMcKnRG45fBHnhXFyh,2
1fEhy9EUM5Kcb2Cgm9tccExns,3
1rUDvBPzpwJfrhaPchEZYjj21vyhuvg,2
3JJrV9S47jhrUygAiTLc8nkdwXa2zBh74e,2
149kbALqKMyAD44mRvfDhoA7PS,2
3c7AHArDNtMBdNQMAaAwKbajJJkVvmRCTZ,3
3pMRHWYuzSauKViKZrw4Tjavs4NeK8zLW1,1
bc1dvnnphpckdq7vse6spfdc2m59592rc6396hg6lu,1
1NKitJTbU6f8bLNobjYDdsLsJcqgq4bD,2
1i9YUg5za3YVJaF45tRDrZc6sK1gkcPrcT,3
3G2hcNXGfHbG6iAgupsBdxKaqYBLhKLtca,1
1myyrqaNuzg6fb7mpAYnZPbynbNyVjha,3
bc1ud6rtj4gqum50rqktzyacglkvr70knu3a4x0jsh,2
35jjtXs7Wdfrg7EocswD6EGdSfsm9WmRFW,3
3c3W4gAjqwB4HJpEKcWsZRFM7moyfLd1hs,3
1AG638oewDd6VgD3zuqjUAieVDvXE,3
3m3dLAxgcZzQ5PTdR38781qfSidfD9a7ht,1
17GvNvyta28ZqXWabMfiHb9Jqf,2
3HFqzgSMEF1GP6HFRoVWojA8tkXoJK1ZE2,2
1UZAEbDScxLXcVVzkzjzF9FAKm,3
3irgG6H8EsT9SvbMp3grEEvcfZVTEN61LX,3
bc1wtauel79znectrpscjkskzrr7n9r6k8y5dx4j5l,1
1CHgimSdGqsgDHHCdmrsc5jmENDJE,1
3ffmAFWqjv78uAVpwSb59rZWpBmzHdB3Pa,2
bc1t63zaj0jrvmpr3pglcwvrm8v20zlqvd30fja053,2
bc1w5eh3etzvmarjz9dl0y6znspm7hpv8qpe43a49l,1
3KroLphHNpS6Nux4PEzvtAwSzFRsk8QhPV,2
3bHMkwkJkhMnGzNcXNE5qxv3eHkWVw5R8P,1
1bB6mexKpF62jDecnhRYXWLiNMWwEGGZNc,3
3miGMHAazjrDXoKWaVfLotTrsuUBK4WL1r,3
bc1scugrmuu4medzkjjw9wruhhnem5xzcmtpx9j8z4,1
1KQn7xAZyHfDVX1Zi9jmXb3xTqtkx,2
1TXQT4ToEDdyooScVQ33ydupU3bT4DNgnP,1
bc13vqaeep06racyrk3xln2mpa6cuahjehreads0z6,3
1J5onRqZkNZF8ybLd8S7uVsAKrnbK3AGju,2
1fnvqGXLUMqLzA9FmRFNEfdHSwqx99Qhc,3
317XTqnTJtBkZVC4vucEhvRskSZ2AncSeq,2
3udFi8RpbszyerjuLTwFpd7CAWadBuTDwn,3
bc1cd2c3f0fnelk2gpuqq5m8dcujta33lxlf7hxvs9,1
1bjRNVNcdfyyqc1CoUQn5NTy6K6vMm7P9,2
1cA5MTiQ3mNuTd2tpcn8sN3wZ62a,1
119V91NQHSQB1dBswsoREe6FkTEb,2
bc1u0zrm7duy8e4ehufxh6hmz0ky3n2fp34g3j02e7,3
1eLcuZbBvHLJjw927dc7mqSKHDj,2
3iScPwySBnELEvq2ftejwbrBeQCqVk7pAN,2
3V2D6p4MVfNC9JZBLLaKZtUT4KgcMhWauv,2
3HunBSiVcnCnrRm1b9YffhZ9hU6Dfn3brk,3
1NbgezYyjXZG5HaCm5KkiKxAk8XPhni,2
3QAgjYs9fRM6h4SpoWSeHHKGvC1enpmyjU,1
1upknsW6FktDnthCLjTWPsT4ps2iP,1
1ag2wiRxRcNrj8mFG7i4g1kGZXWDam3,2
1Zg1W7dXYbiaeUZWaDq7cUc6L6,1
35jTk62XigK8QJnLgcA7oqsLkVV55coua7,3
1gRBoLFVf4rsKkRm7D7A6LYCA6jwHELB,3
1iKbrxSSeJhJF9WtzDyf78LKY,1
1H3n4mLDmN4hRhcvhDVGUVE6LEoqvnFs,2
1NTucjywRPRAi3RV3EcDNrVFr2jzZCU,1
1Xz41fv3jLkBj7tCj8x451QHSM,2
bc1sgssk5w3ltsk0htk0rmzanfzmpvk7e5jtqm7hhx,1
1fxPrYfcX92BPo4E3K96GAjzN6oDBZbU,3
1RgzYnwgAiUJKXRS5hZQN7drLdQ4HErLCf,1
3CtZqaasFvBz3XLvKy2B7g2QFtoiDCp94t,3
1aUpA5UtcvpjJ9wc6pVVGm5L6UL2wgR59,2
3fjGP5uhyKcPUHVzKhuSWAmrSNkTgy84by,2
bc15nzvhqml5q9wmchf9sm7ql83scdefu2jhzc33h6,1
3WhbCBDaAZwW2gUNznXnHVhPK19kRCu78B,2
bc1tgydf8ehqguth58fj4d9egwqly4s0zpgsmscg55,2
1qcbfknDomFCCSRWYoXn9WxDsSYuNB9LVq,3
3icUyEd8aXNWvb2CDHbqcMYTz9fSYuTSjS,3
3rxfEb5zz3eSuWntE2DV3Ry97iFHZUBMXG,1
3cpk59JQwyBUrbMmofX3TZgJEehXs1apuR,1
bc1ajel5u2q2mnfchtnt8fe8vfjrp0anwy9kfahzla,3
11V8mkrURszUtSZrhu7MsNb1v,2
3s9x3L12cmc5MXvvDafssFMSBB6kYcH5dm,2
3fuQbD4YKab31jgSN4qpDue49rHhW7TC2N,2
3EX5KYtoaktPWxEnBHM5MKsZC76e4hYkXR,3
14yG1sYwRzTdBVq3xFTX3Q92njqP1eJds,1
19tnnDLRdrS4zMzcqrehRVtDoa,3
bc1jafgwu6pxmzechaeqryde0acfg59r6jy5cy0x53,3
3xn1uY6GyFXm1JDCtWG9NKxuPm2fLZ2iua,2
1YLqs46KDYgoLYZ3Uduoci7HXXoM,2
3dn7JR6bbFT3sQNquPYMrKLndQVoRMdMbA,3
1voEo6RBRGrc7e6PAWQiY4NC6Md5y,1
1pwuAWUJTqnSkEco7m5hsZtMYf,2
3wpf7dkhgJXJGsCUaRkMLVarPWFH98WbGK,1
3x87vWSKF4Rmf3qfFuJKzVxq2pP6SgPwzM,3
1UtX1cC5V4cVaU6xu6a6ahMXBVDY,2
bc1wndzmpgusz6fyw9xu6nwqfag284vqth4ns60xq0,1
bc18lew9e8dmp6y5u2pwt2yd6agx76tx7wxftx4ejf,1
1picdTUth6eFvP64c6CNK3emhvtB3QY,3
3fAXCrccYbvJsZAKeHVBGSMN6WnWtfzCBV,3
1451AdFewyVnegG5HWpLgkkTZXdctyZ8,3
1DdCLFkB44CznRrwSXaZiyyF6MnR7,2
3f5opAtiDLNBrRW89MGG8ApdQz8JKu7eG8,3
3VrVW2q58McDRJCBgCMGc3CPjh6srSZFCY,2
1LTzZUeAPtsLHza1ccSc5j1hSwzacD,2
37aetdHyuTPBx5h196LVuXPDvTLCt2WpcQ,2
1owNYkD6A4ihMr5hFTnwjgHC2MVfwgz,3
3Ta3vYaLPTBLXCuBGHLkAixY39y1dWYg3a,2
bc1h6j2efrqe3qz8g5klkaegu9dw2g8jmfxavmyq7w,3
3HNEahjrXLdTpzWBZYYAJyP8GAm3o11mUh,3
3gMvqgd5LD74fMCVUX3uEmvYBNUV37EE1v,1
1aoGmv4vEvMbWczkhAQS6JDbq2Cxwh7,2
1eCpNVDJthLkJAWeDtgqWKBiScDFrMS,3
1zDBfVyP1S6ChneK3JyW1wt1Q9dx,1
3aFsg8xdCvwAwjBswGKHPRemcSfPdvPWi1,1
3hC8cZoixpq1eRr7Z5rH6Y7jMxyjoYaKhQ,1
bc1s99sjkzccjvzannxh7wnasepjx6u8h7h67hzp0q,3
bc1y8s6tj2mr4jy7wypxt38jntrr8cn0ha86w93wl7,2
bc18q3fycec62f4evwxuyqsf4m5enrswp6szqqgaxr,1
1aYk5xSQt2L1TxaLsHrA6qAZe1,3
3HxGvoQgbyxoG4jmy7teEE7VyjVf5FQARj,1
38KMsXX5SKWz7HniQWo7Cgcn64Bc6LmvgL,3
1YXvp4H3CkFLnyWW1nxYrhLE5V,1
196ZBXdZsWgT65cqXJfS3y1pk,1
1zzZBWwDhhqBdrqJEGJPTdJoZDaq,1
1vbRicFM47NfC32nr51h7gQjr,3
1g8e2bVXmvtWYacEHu4N9vVT5DareQ2y5,2
1avxUhs4d44oRpvFS6YNZDMwjvfoJ,2
1h6tARPMrh6RPR6Tn7573V7g2LXZma,2
1ootBiLMRMivzEMpoWF3W4SmhWxkpCxAbf,1
1Dp8h4EuYp111FwsLJjtZq7JsSj9MY,3
13K4gTb1PPrnmuWCXtXYPQuRQCxfU4vTBQ,2
bc1jf49vrmk5w3h4gkg6ec0tee0apdg6337mml36vs,1
3N2EavCTSHiJA6HdfYJZtBfvwKHBUSjoqv,2
1fUE3f1JnJfHuxB4kzsbJbZ6TiBnUwa,3
1cvdnprptQRTbN63iMjAUQ4yjb92TvbhN2,1
1J5Rqmg3ujtVSouBATYBvDhKT7EUP,3
3yfBfDtHyCnETvvRUvwPYCB7mWAeZWY3VM,1
bc1adt2h3vfzk9yjg3y547zt9slxr30vg5g300f7cj,3
35y24YrzxBVZR4QYofSiHvxLhfqUyQ95Dm,3
1irmM54tgEXdWqdXqRWK7eSQ4nVojZcT7,3
bc1ktm9fhgvu2kank377x2v8q69ukz5spzgspc3w46,3
1gFgDZEcBzh4ndRajGXMW1GbpV9yTKGL,2
1uB49vPcHZyjbPv2JXyp9qHiLt,3
bc1j0lgfalzh4e4p7wj46jzzy9c2ry4txspfrv2l0q,2
3uVNckCAj2FmTkERxtJGd54oDDEwopFixU,3
1YY5RkmbcY9Cugs9xNWcCcg2YG8mL2,2
1TqhjipBqFiLjxKbS6qNkzoqD,1
38AoKjREwyXND61aCMgWUNghU2BdcPBkBY,1
1vWq2FywtiJx3epacjg7pfpDfiM,3
1L2558wW131Y984Ek3baMz3a2R5Sq16UYG,2
1uc68VZnR4QXjNinBwCREz4guLPyCk,2
3xwhMqG6yRpndKuPRUmwjFcwHiJ2wqq7mx,3
1WV6kEpCBKifYDUnue9ziG3L7VNYRp5h,1
1tbr8uAjVkddCJf54Pbgxt5Kh,2
3g32UVLLwDWmjYwVfYGPwK7CYFNzgrYJcA,2
1zT4rxxFqV33MQMnpVBa53APeUKrv,3
3hkS27Sp1yPs6prBashzKRDZEaKzhCxay8,3
3QaWQfKPSFKGbPHgBRpZmfLLm4CqYfinNd,2
bc1gfrmps6f33au6uwlamewef065x7s7z4zlwrqf97,3
1SVKkGUcWe1n21pE4qeiHY2v5juq,2
3a7fZj59mwGFTRHNXvtJZtNgYqCQLmJtvd,2
3HTz7BgksnDX8kM8UdnNt8QgaPrqsjysgg,2
3dhNTuJYRqTfKuTSDfoW3T2pXCjnEuZHmh,1
bc1hd3v2p86ut6qhtzwuxzx5sw395sq9k494tcm0nx,3
3YVgSjjqfn18geMHmJ5pJr1YtYQ8hkAcdq,1
1CNnj3c7wdnmxB1cAf4tFrNrR4gcW,2
11niabi3ousYf2BFzaQKCK7v6E,2
1uF6QwNLoBFCzN5okk6fQ2CCWiWL4wGK,3
bc125zjd8gqvddec0srmgf2gm3dcz6xaj4xtc6g7vx,2
1dQ6u9T3Jf7BmznyEWkijZaA13czr,1
1fpo8aDsRVn7huAHa7Wkm12BEXW,1
bc1lngr0zwrkd0ery7m87kj8xxu8dk3wyft6qgaaqg,2
1f6qYXcBY8HYp6C8VDSeehzfes9iD99A,2
1zZDW5L7L8XVpHM1FH6RDG1TJjPKkDad,1
1fkHNabK1YhTKoVinkf2RBn1hwBJf,3
1GsYUHFyRMvsgg1kYjrZ3Bjerb,3
3Bza8B7eoG9dgV53Asabx1K2ouAbv8MTya,3
3XLcofvAnEqJYrUe1UXVn3PLJ1WzoNax3K,1
bc1z95sa7qjnwkjarwtjpv6s00kneccyndgkg8yj4w,1
bc1d02llmehjc2nuc20ef45pwzehka8xv8ty50xq25,3
1xveSFvzefY47L9u7qhmcLFi79iKa7CPP,2
1H6nu2m16Ytp1QZBqEPmxZj5Wd,2
3eVeLKzbMsQZntuGbFxCyHGXc5xRKc6YDw,3
bc1xvjcvvqakkwqjjq7gspwprntqe29632hfgkkxxs,1
bc1hvkgj8a7rylssr0a53vl58pnp6q5swd8k2a3zh6,2
3ASRtrYTWG8PShy4swoMSQVBFsYoSfo6PF,2
bc1nlz6kqu72afmd5ayrt36wcexjuapuvvtygfq6rl,2
1b1vMZ68N4UYSKgdj36997nRCueMu1TdSr,2
14u8y6Lowpvt5zyYDereu3KvDGziUJn6v,2
bc1e8rzvk8m96hu24cgam8fyt6mjg7wzv5xpl9dlks,3
1Ws5huqLGpguwk67YxhHr5a5uG,3
3LNUSPai9CT6Vk3JNyh8ySPyoiBz38HBEx,3
1KzfCoxM5bcdA448zAk1ocgD4pRF3xh,3
1Vmhz55c7xmP3Le3aquYQM2YbD,1
3BThXpuj1LDJXYvVzbjSToKDMbAZFE5smL,2
1GhysxQjGoYxZ9DigdoHnfJJMfnnjJLh,3
1TcbFP44CaGu8QHQw8jMGjxvtjnqSq,3
1oSrDwxT2rcDQP3UywZp6fexYAwZ5qD,3
bc12wnf52qpst4gyl2c5907ca4u98srugtmlzmgn25,3
1PDYKHo6f9uyoeWZC84Mc4acEzheB,3
3AxJ5VQnSpvgsCYZNQHg21wfVLraQNqM27,1
1LB7LFzSFRD4ULSHD6WB5juLxhBtMK,3
1QyjentqsM1PvHNMXDPT9ZHaCx,2
1dZiQPa12dLmtBLxj2BDz6Fw6qwESTAuh,2
bc1plu5t9neq7jlnwhszasj7cqtgufcs5fc0rqscew,2
bc1cmzkvj9jax5j5vs4f0v8qnlj05rr2ljcufw7v6w,2
1FSvjmSLRg6JQeh6QXbNsKu7XJYKeG,3
3B685AvwXhnamG468oepUh6KUSzsG8n4jB,3
19rU1yk3BXnTjQHLBJTwPsdpfQSdv1mBT,1
1hiXS2twEqJjMaws3At2CWzPrWxZ,3
1TChfZuucJggJybGT5EVcQeqStm,3
bc18sq4q5n3d0eyg22qy99y3vqe23xl9u808gguums,3
3wfFYeGwAfDx8WjRrPbZ5W6WCwuEEwhigB,1
3LMJS923GWcgcVGFufcrCDFrN4Dyqr93uz,2
1qnFeTFSfVNWaSV6jjUEEzWVy,3
bc193ahaf42nf6vrnwhsy4pnvgpjn9gywdmkuwp0h6,1
1SeLPTJF7tTJJhnnZ3ixhVVtjW,3
1yza8gjy1DJuUynhn2ocCnEwwCN,1
1SD9iNhoGudyj7cVNrZEhe8qXd9X,1
bc1kj3xj5dq763aac3mjac30wvn3dmg6jrtp24wl2u,3
1zkX8WBE8eUyoVuN7LxVxyt957,1
14PxEATkoSTUeWG2BvxvLuHm4PYGe,2
bc1en0dflenjc0xc2cnalazqpm08ulslhx5z34pa9p,2
3dEgAyFHNfMymuwSuiqHopjTpT2vZTmk81,3
37UcXAT5ZKirqC2VrV25W5wwuDoxn7S5Bu,3
1kjcCRomsHVBYtW2tsMh4GBZ5Am7Hv,1
1SoUCC6Ak3csU5VtgwF7j6bPZryZp49,3
3yzkMnLuGNQHgdurh4s3TsYiycAstUjh3u,2
1tpftBUNtgaNK1gTK8FRy9cSVC1S,2
bc1d3v9cnfnjmpxh97rv3xz5cfqknanvq6hgflg9y8,3
128qEM4fmszdBdvjMFxUfoGLhVc5Av4,2
bc1362x5cg4lr92sknt26x0n03szkspvzj7u3ff0ez,1
3zmJTtvTQXdLLifKnrHwEAUN5xjKNU35ep,3
bc19vcjzptweyp2v6dcgkdv45jx9026xsh85g8ymsa,2
3WwdkwoRKGcvm329Y53CARQ6ZWWQFhva5y,2
1hnM9jmwA458s7xNTzyAUxTPP7A8kCX7,3
3mUg7TvJPYJZNaVKTmv68C7KgGVBqHeqyD,3
17HjQPgZvBigsx8X2pHdqzDMvfz44,2
3ooGgiMKtLNw5aNaVLxryMfZG9v13mWf1T,2
12H89vo1HYcM5uXYKBgLShP9A4kKGoT,3
1Vb9DsekqU1Pge9EmxzkBZuffLTN9JV,3
1C1xPTFALYTjDEhPosLRnJDEkjtE1GxFU,3
bc178pn2fu3kpjrpukqcxpcjpju8g46kps07s4v24y,1
1SXUNSmJyaVL6Do8QSc8Br6PctBW6GY5,2
1jhfTVd7FHFPxNkzvLMDUduze,3
1KYWTozJporub4gtaD2FVWKX6Gmhed8,2
3rCXQdT2P6iwMo3vod8XocP7NX2VjS8T15,2
1WeMQeG43eynQmUcLFmrsnjmcti5jhf,2
12pUFLTd9wE3yrWZp4QFozsSm5,3
1qPm45hmjseZVwD2KvMBYD6Mu1vaC,2
bc185eagqudc056vyjx3rzuu7cf5c6c6w3gu4s2f99,2
3yg8Z4ks8BbkjHuMwibQVe4qryCRiJqV2f,3
1SjMGpTEDFr8KXXyqekuAursD2xBwG,3
11EFsDU1XVgVLAnrtfyu2JdDy8v3EpUDJv,1
bc1tppr4d3vdgcd2vnfzj3umr85feh89v002fu3z5s,1
1xQFJnpb6G7WJoTkgGa5ggtwRezQ6Bz,3
1ytToMCFwQpDJbRLLX9xD4pJQLRQj,2
15GvgEvFKVaPjmW9fr6HbvxkefcXEm5,2
1RhtGpXSXT8TXyQFqfzPbwfWmgiLiZTx2,2
354omaihXKnrvHPK9S2MzqXLqoZnDTZ3ET,2
1Zy3KsvF3ktxYMfajxTBmEe45Z,1
1Gg8apT2DH3qGkXDMrHXuQd5i,1
1hHz5Ea3bek3PTE9GxD6FxXtUiUtSqWVN,2
1xj4RQGaHFoWtMi8oWZmTnXLjJTLDDEP,3
1aDN2nvgQ7NSezzsqjsYTXgTUYKt2HQ79F,3
1KKPhkDChf7v9f9BruyB4VkyYB2eS,2
bc1h0pc9xc6jax00hnznj4yyq8wh20gq32aaknz7ln,3
3CzakdY9SEE12gwZqvkkqCh5i4VRcttRui,3
3We1hcHuotaAEkVWisiXae94ozZogvUEj9,1
bc1ma0lw8pncgq7xcgy8fgcz02ghpxy4xpzwzmq5hw,2
3ovEJ6fszJMKgC4NAqJtwUnnqvc6URXhZR,2
32AbNid46yJ32j9vdDP6UZrK7ttqWzJuwp,2
12qWebLzUvv83HD2XSYSvPAsXF7ECZ4Bv4,2
119pK9Lr2BJ5pnU4WrpCWP366EqDia7k,3
3aqpfTHRJEz4pDtfqhY57fzE1s89xY2koH,3
1emmSCDBzcCXjrLmLfrt1XNYJVpgs9b4rx,2
3P5BNw6Sd3j3TuvG1pnoed62jjmrSFqjRB,2
1eEcTvCVKpwY6BfF2uf2KCqLYXLe,2
1Uk1fbNeyWG8E5ZgiASBdasiJPEtHHUbB,3
3Rnprcr9MqqojTnpsBj1DdZMZvqhWHDguC,2
bc15qn8q3ee8zrf0tj3dzdxsh78pxaa502tey8y53a,3
1eaKWr2Eq9VJDL9JppDuimYBDsCD984c,2
1Uh2PLKBNvAiF26MHY2Kg6EWiUV,3
3GabGHzXweusip9mQtiy6DGBiUAmKkkPHY,2
bc1rutl4lpwgyc5lx6dy5k5rqcacw2wttu5nlqdx86,3
3RrCkE76P44scLC2AkYtDE3QgwVUgbPVK9,2
1F3uWTH1DqaGwhgHobCDissA7K9o8QrxY,1
bc1uahpxzzv8erhwcwtgzg09c2ulwej7nkyvegj4pv,1
1bwBiepZsUVCdsDB7xZkk9erXSLfvMgp,1
3DJuXo1cTgTfsAEemwePQ9jywYasaYtEoR,1
3TRdPs8E1nTNFeGixEW34K9Y8ptU1Vrvfj,2
3QvBR4R3Ae8v2AxgJP5hKUqZQzrMV4uYXC,3
3CyjGdiBPbTmaNStADKZG4gtTivJ9k8Gsg,1
bc1jdk6urnakdp8khpaaj0v4p9qakdcx982ynrll5v,1
37jtAFppa7taQGAh6nKiZRrw2bsQWcUgV4,1
3ji6hrQJpWwwaH3fp2bjYZ8nU4J467fFYc,3
bc1v3ss3qnyee0e2730zkknxc7lj5pjuhex7qqug7x,3
